"USCS_symbol_rep_or_calc","test_id","prim_source","test_name","sample_name","borehole","top","bottom","grain_size_curve","mass_fraction_of_gravel_in_soil","mass_fraction_of_sand_in_soil","mass_fraction_of_silt_in_soil","mass_fraction_of_clay_in_soil","mass_fraction_of_fines_in_soil","loss_on_ignition","LL","PL","IP","D10","D50","D60","USCS_symbol_rpt","soil_description","ground_ice_description","soil_group","USCS_symbol_calc","class","sample_mass_init","mass_of_dry_sample","gravimetric_wc_init","gravimetric_wc_fin","sample_volume_init","solid_grain_density_rep","solid_grain_density_rpt_or_asm","initial_degree_of_saturation_rep","frozen_void_ratio_rep","sample_height_ave_or_typ","sample_diameter_ave_or_typ","frozen_bulk_density_rep","frozen_dry_density_calc","final_bulk_density_rep","reported_test_result_type","sigma_v_1","sigma_v_2","sigma_v_3","sigma_v_4","sigma_v_5","sigma_v_6","sigma_v_7","delta_h_1","delta_h_2","delta_h_3","delta_h_4","delta_h_5","delta_h_6","delta_h_7","epsilon_1","epsilon_2","epsilon_3","epsilon_4","epsilon_5","epsilon_6","epsilon_7","e_1","e_2","e_3","e_4","e_5","e_6","e_7","data_quality_flag","note","source_id","data_source","volumetric_wc_calc","frozen_void_ratio_calc","loading_steps_count","sigma_v_min","sigma_v_max","epsilon_1_calc","epsilon_2_calc","epsilon_3_calc","epsilon_4_calc","epsilon_5_calc","epsilon_6_calc","epsilon_7_calc","e_1_calc","e_2_calc","e_3_calc","e_4_calc","e_5_calc","e_6_calc","e_7_calc","phase_change_strain","num_of_swelling_loading_step","swelling_flag","ave_depth","depth_interval_start","depth_interval_end","in_situ_sigma_v","A0","a0","R_sq","Cc","sigma_v_th_init","R_sq_semilog","ice_level","e_th","excess_water_strain","sigma_v_th","soil_compression_strain_at_100_kpa","total_strain_at_100_kpa","epsilon_sigma_v_e_logP_100","epsilon_sigma_v_e_logP_50","epsilon_sigma_v_e_logP_in_situ","group_speer","group_nixon","group_ladanyi","speer_strain","nixon_strain","ladanyi_strain","group_luscher","input_limits","slope_1","intercept_1","slope_2","intercept_2","luscher_strain","slope_1_luscher","slope_2_luscher","intercept_1_luscher","intercept_2_luscher","group_nelson","FDD_min","FDD_max","a1","a2","a3","a4","a5","a6","gs","FDD","porosity","nelson_strain","group_hanna","hanna_strain","slope_1_hanna","slope_2_hanna","intercept_1_hanna","intercept_2_hanna"
"SM","NESCL-082","NESCL","4D-1-5_2","4D-1-5","N75-4D-1",2.5,2.53,TRUE,0,87,8,5,13,NA,NA,NA,NA,0.018,0.19,0.22,"SM","SAND; medium and fine sand, little silt, gret","Vr 10%","Coarse-grained",NA,NA,NA,NA,36.7,NA,NA,NA,2.67,NA,NA,NA,NA,1665.9,1218.65,NA,"strain-sigma_v",4.5,17.33,30.12,68.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,9.7,11.7,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",44.724601316752,1.19094183324329,4,4.5,68.42,8.4,9.7,11.7,13.1,NA,NA,NA,1.007,0.978,0.935,0.904,NA,NA,NA,4.49,0,FALSE,2.515,1.95,2.335,6.291854415,9.19656900754793,0.0596383272404955,0.860895592984292,-0.0890206615662798,0.584731273311594,0.941905291536162,"Ice-rich",1.07186148406575,0.95,1,8.13,13.57,13.5613674357694,12.3382455363791,8.68065740049881,"NO","NO","YES",21.6447902743662,27.6548765660056,21.0576235974921,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,4.31952399999999,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1218.65398683248,0.543575285830532,13.0271934853119,"Low Plastic Fines",10.6922311265545,0.6111,1.615,-19.8611,-61.538
"SM","NESCL-083","NESCL","4D-1-6","4D-1-6","N75-4D-1",3.66,3.72,TRUE,0,84,13,3,16,NA,NA,NA,NA,0.045,0.12,0.14,"SM","SAND; medium and fine sand, little silt, gret","Vr 5%","Coarse-grained",NA,NA,NA,NA,39.8,32.7,NA,NA,2.67,NA,NA,NA,NA,1598.6,1143.49,NA,"strain-sigma_v",5.12,17.86,30.64,68.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,18.8,19.3,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",45.5109298998569,1.33495558613787,4,5.12,68.85,17.1,18.8,19.3,22.4,NA,NA,NA,0.936,0.896,0.884,0.812,NA,NA,NA,4.72,0,FALSE,3.69,2.515,3.69,18.42666255,17.31019433655,0.0730244311065204,0.986901826266716,-0.103717469260209,0.0103963104627177,0.903824515400515,"Ice-rich",1.01904562910198,8.81,1,8.88,22.41,22.4134839507565,21.0763249269602,19.1506376864643,"NO","NO","YES",25.8427445358442,31.8634360836487,24.9801282907069,"Silty Sand",1672.1,-0.03504,62.69266,0,4.1,6.677716,-0.03504,0,62.69266,4.1,"Silty Sand",600,1500,218,-164,2,1893.4,-253.1,31,2700,1143.49070100143,0.571726329212947,15.9442374268964,"Low Plastic Fines",11.962151788269,0.6111,1.615,-19.8611,-61.538
"CL-ML","NESCL-084","NESCL","4D-1-7","4D-1-7","N75-4D-1",4.24,4.27,FALSE,0,0,91,9,100,NA,"25","20","5",NA,NA,NA,"CL-ML","CLAY and SILT; low plastic, grey","Vr 35%","Fine-grained",NA,NA,NA,NA,41.8,25.3,NA,NA,2.67,NA,NA,NA,NA,1656.3,1168.05,NA,"strain-sigma_v",5.41,18.96,32.51,73.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,27.3,28.4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",48.8246403385049,1.28585401195436,4,5.41,73.02,23.5,27.3,28.4,32,NA,NA,NA,0.749,0.662,0.637,0.554,NA,NA,NA,4.65,0,FALSE,4.255,3.69,4.255,9.18029119499999,25.6072028053402,0.087383657996461,0.999689772781743,-0.167761305453984,0.0155684561506174,0.983526965311063,"Ice-rich",0.876411332932544,13.27,1,14.68,32.6,32.5902391856097,30.380947394039,24.9785302227017,"YES","YES","NO",22.2331249442461,28.2376675310914,21.6023068243016,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lean Clay",900,1600,287.5,-178.9,-14.9,-245.9,538.9,21.6,2700,1168.05359661495,0.562526742840842,15.8376189307123,"Low Plastic Fines",17.3137941466855,0.6111,1.615,-19.8611,-61.538
"CL-ML","NESCL-085","NESCL","4D-1-8_1","4D-1-8","N75-4D-1",4.72,4.79,FALSE,0,0,91,9,100,NA,"25","20","5",NA,NA,NA,"CL-ML","CLAY and SILT; low plastic, grey","Vr 35%","Fine-grained",NA,NA,NA,NA,44.4,24.4,NA,NA,2.67,NA,NA,NA,NA,1664.3,1152.56,NA,"strain-sigma_v",5.27,18.29,31.12,70.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,34.2,35.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",51.1737673130194,1.31657754010695,4,5.27,70.05,31.7,34.2,35.5,37,NA,NA,NA,0.582,0.524,0.494,0.459,NA,NA,NA,4.69,0,FALSE,4.755,4.255,4.755,8.1633915,33.5570372977342,0.0504678395010663,0.942531886749889,-0.11045920391703,1.13691625498913e-05,0.998526995639079,"Ice-rich",0.661729006340535,23.57,1,9.54,37.8,37.8043439702884,36.3689707483476,32.6159182667817,"YES","YES","NO",21.7426102326467,27.7516294831744,21.1480814697005,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lean Clay",900,1600,287.5,-178.9,-14.9,-245.9,538.9,21.6,2700,1152.56232686981,0.568328716528163,16.1514655191606,"Low Plastic Fines",21.1076342105263,0.6111,1.615,-19.8611,-61.538
"CI","NESCL-086","NESCL","4D-1-8_2","4D-1-8","N75-4D-1",5.03,5.09,FALSE,0,0,91,9,100,NA,"25","20","5",NA,NA,NA,"CI","CLAY; medium to high plastic","Vs 5% to 10%","Fine-grained",NA,NA,NA,NA,33.7,29,NA,NA,2.67,NA,NA,NA,NA,1808.5,1352.66,NA,"strain-sigma_v",4.93,17,29.16,66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,11.5,12.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",45.5844801795064,0.973895493502903,4,4.93,66.12,10.6,11.5,12.6,13.4,NA,NA,NA,0.765,0.747,0.725,0.709,NA,NA,NA,4.08,0,FALSE,5.06,4.255,4.755,8.8706925,11.2011407494817,0.0347041125004889,0.866153629792425,-0.0509988350961745,0.0167476265959912,0.964172510370544,"Ice-rich",0.80290578979032,4.59,1,5.17,13.84,13.829879788645,13.0521193064714,11.1117551015579,"YES","NO","NO",13.2837267686604,19.5635247900635,13.4534242608355,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1352.65519820494,0.49338756621538,2.24853864253613,"High Plastic Soil",13.6125700448766,1.587,NA,-58.73,NA
"ML","NESCL-087","NESCL","4D-1-9_1","4D-1-9","N75-4D-1",5.27,5.3,TRUE,0,0,91,9,100,NA,"NP","NP","NP",NA,NA,NA,"ML","SILT; clayey, grey","Vs 5% to 10%","Fine-grained",NA,NA,NA,NA,33,NA,NA,NA,2.67,NA,NA,NA,NA,1846.9,1388.65,NA,"strain-sigma_v",5.03,17.86,43.43,68.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,14.7,16.7,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",45.8253383458647,0.922735394444745,4,5.03,68.56,13.3,14.7,16.7,17.3,NA,NA,NA,0.667,0.64,0.602,0.59,NA,NA,NA,3.96,0,FALSE,5.285,5.06,5.285,4.07657002499999,14.0102735082998,0.051360642857917,0.914690556681315,-0.0698681586513751,0.0152170651560123,0.976889298540942,"Ice-rich",0.719549040392984,6.6,1,7.27,17.83,17.8351463412646,16.7412666760418,12.7852504371416,"YES","YES","YES",11.1448288058076,17.5388941845351,11.5401300028376,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1388.64661654135,0.479907634254175,-12.2559982722254,"Low Plastic Fines",12.4699214285714,0.6111,1.615,-19.8611,-61.538
"ML","NESCL-088","NESCL","4D-1-9_2","4D-1-9","N75-4D-1",5.49,5.52,FALSE,0,0,91,9,100,NA,"25","20","5",NA,NA,NA,"ML","SILT; clayey, grey, 1 in ice layer at 18.6'","Vs 5% to 10%","Fine-grained",NA,NA,NA,NA,31.1,27.2,NA,NA,2.67,NA,NA,NA,NA,1854.9,1414.87,NA,"strain-sigma_v",5.27,18.77,32.37,73.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,12.8,13.1,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",44.002585812357,0.887093643862203,4,5.27,73.11,11.8,12.8,13.1,14.4,NA,NA,NA,0.664,0.646,0.64,0.615,NA,NA,NA,3.88,0,FALSE,5.505,5.06,5.285,4.09422802499999,12.1903179152196,0.0300124447029471,0.995707802534227,-0.0410787295513889,0.00138268898238228,0.946134916964403,"Ice-rich",0.696391974806711,6.22,1,4.35,14.45,14.4592256481679,13.8039359746026,11.4381667746952,"YES","YES","YES",10.7048259596995,17.1241756410262,11.1477657751642,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1414.87414187643,0.470084591057517,-11.403670141029,"Low Plastic Fines",9.52617608695653,0.6111,1.615,-19.8611,-61.538
"CI","NESCL-089","NESCL","4D-1-10","4D-1-10","N75-4D-1",5.85,6.07,FALSE,0,0,91,9,100,NA,"25","20","5",NA,NA,NA,"CI","CLAY; medium to high plastic, grey, 1 in ice layer at 19.3'","Vs 5%","Fine-grained",NA,NA,NA,NA,36.4,30,NA,NA,2.67,NA,NA,NA,NA,1739.6,1275.37,NA,"strain-sigma_v",5.12,17.72,30.07,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,13.9,14.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",46.4233431085044,1.0935157507473,4,5.12,67.7,12.5,13.9,14.6,15.8,NA,NA,NA,0.832,0.803,0.788,0.763,NA,NA,NA,4.31,0,FALSE,5.96,5.505,5.96,7.76479158,13.3583736448368,0.0365822068186815,0.982324699091612,-0.06115789109047,0.00863815921957027,0.994269007944913,"Ice-rich",0.877021332184835,6.03,1,5.84,16.18,16.1837903833521,15.3043912346612,12.9415257571319,"YES","NO","NO",17.2379004627309,23.350259535389,17.0212533213505,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fat Clay",1000,1400,342.8,-259.9,-12.3,-586.6,432.7,44.6,2700,1275.36656891496,0.522334618383911,4.29617678021535,"High Plastic Soil",14.9438455131965,1.587,NA,-58.73,NA
"PT","NESCL-090","NESCL","5A-1-2_1","5A-1-2","N75-5A-1",0.94,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT; dark brown, woody, oca. Wood fragment","Vs 5% to 10%","Peat",NA,NA,NA,NA,855.3,530.7,NA,NA,1.5,97.5,14.34,NA,NA,940.3,98.43,NA,"strain-sigma_v",1.29,14.6,27.91,67.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,42,51.7,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",84.1870187375693,14.2392853344677,4,1.29,67.37,16.1,42,51.7,64.4,NA,NA,NA,11.786,7.839,6.361,4.425,NA,NA,NA,7.72,0,FALSE,0.975,0,0.975,8.993734425,38.0110058804751,0.401046435735118,0.959948295352837,-4.21937428604866,0.696736335493622,0.992572179885298,"Ice-rich",12.4014116225511,4.34,1,55.37,67.43,67.4350670550842,59.1003046619873,38.4723019446423,"NO","NO","NO",79.866431920169,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4298126243065,0.934380124917129,NA,"Peat",48.6078108971003,1.944,3.25,-120.556,-225
"PT","NESCL-091","NESCL","5A-1-2_2","5A-1-2","N75-5A-1",1.13,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT; dark brown, woody, oca. Wood fragment","Vs 5% to 10%","Peat",NA,NA,NA,NA,1031.3,478.3,NA,NA,1.5,93.2,18.1,NA,NA,897,79.29,NA,"strain-sigma_v",5.22,18,30.79,68.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,54.7,60.3,66.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",81.7710686820472,17.9180602006689,4,5.22,68.85,43.3,54.7,60.3,66.9,NA,NA,NA,9.727,7.57,6.51,5.262,NA,NA,NA,7.82,0,FALSE,1.16,0,0.975,8.57958075,51.8227646152566,0.224682983289955,0.947080546162195,-4.02003816956371,0.110511792478359,0.998685704462026,"Ice-rich",12.5930534923882,20.32,1,42.5,70.64,70.6472170277561,64.250408581666,47.9836506903861,"NO","NO","NO",84.6656006427961,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,79.289313179528,0.947140457880315,NA,"Peat",40.7559732166534,1.944,3.25,-120.556,-225
"PT","NESCL-092","NESCL","5A-1-3_1","5A-1-3","N75-5A-1",1.37,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT; dark brown, woody, oca. Wood fragment","Vs 5% to 10%","Peat",NA,NA,NA,NA,1063.4,559.8,NA,NA,1.5,98.1,17.72,NA,NA,922.7,79.31,NA,"strain-sigma_v",5.08,17.28,29.59,66.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2,36.4,41.4,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",84.3389358776002,17.9129727972255,4,5.08,66.27,30.2,36.4,41.4,58.5,NA,NA,NA,12.201,11.029,10.083,6.849,NA,NA,NA,7.82,0,FALSE,1.4,1.16,1.4,2.17240488,28.0524908522155,0.459228866445087,0.999407068756021,-4.56463001738637,0.809699195399805,0.865471545880692,"Ice-rich",16.0154516418162,2.21,1,48.27,58.3,58.3027391220044,51.0374055910268,18.1649450020874,"NO","NO","NO",81.7899244636784,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3106412239986,0.947126239184001,NA,"Peat",49.1015416022005,1.944,3.25,-120.556,-225
"PT","NESCL-093","NESCL","5A-1-3_2","5A-1-3","N75-5A-1",1.58,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT; dark brown, woody, oca. Wood fragment","Vs 5% to 10%","Peat",NA,NA,NA,NA,1479.7,871.6,NA,NA,1.5,96.8,25,NA,NA,903.4,57.19,NA,"strain-sigma_v",4.93,16.95,29.3,66.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,41.7,51.7,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",84.6211926315123,25.2292450741643,4,4.93,66.07,24.3,41.7,51.7,66.2,NA,NA,NA,18.856,14.292,11.669,7.865,NA,NA,NA,7.95,0,FALSE,1.615,1.16,1.4,2.12696496,35.4219892744287,0.474840030063336,0.9700739309401,-9.73511148498294,1.89460769127897,0.995159805631489,"Ice-poor",23.1460963983158,0,1.89460769127897,63.93,71.88,71.8727904922022,60.6999162450536,9.80680453160973,"NO","NO","NO",83.9418473165343,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1880736848769,0.961874617543415,NA,"Peat",50.018876052415,1.944,3.25,-120.556,-225
"PT","NESCL-094","NESCL","5A-1-4_1","5A-1-4","N75-5A-1",1.83,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT; dark brown, woody, oca. Wood fragment","Vr 15%","Peat",NA,NA,NA,NA,1471.3,627.5,NA,NA,1.5,93.5,25.74,NA,NA,879.4,55.97,NA,"strain-sigma_v",5.31,18,30.83,69.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,58.6,64,72.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",82.3433602749316,25.8017966795542,4,5.31,69.04,47.3,58.6,64,72.1,NA,NA,NA,13.125,10.096,8.649,6.478,NA,NA,NA,7.95,0,FALSE,1.86,1.615,1.86,2.11359393,54.9808995358672,0.252458652688541,0.973146905962879,-5.96127201258216,0.092143505776482,0.999440012829587,"Ice-rich",17.4982656881335,23.03,1,44.48,75.46,75.4653699466893,68.7698423686132,38.2103968678561,"NO","NO","NO",86.6828699835665,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9663972506841,0.962689068499544,NA,"Peat",42.6159208935276,1.944,3.25,-120.556,-225
"PT","NESCL-095","NESCL","5A-1-4_2","5A-1-4","N75-5A-1",2.07,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT; light brown peat from 6' to 7.1' and 1 in thick ice layer at 7.1'","Vr 15%","Peat",NA,NA,NA,NA,2221.8,814.5,NA,NA,1.5,91.5,39.7,NA,NA,861.8,37.12,NA,"strain-sigma_v",5.17,18.15,31.12,70.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,71.9,77.1,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",82.4682246532862,39.4119285216988,4,5.17,70.14,58.2,71.9,77.1,83.6,NA,NA,NA,15.892,10.356,8.254,5.628,NA,NA,NA,8.06,0,FALSE,2.1,1.615,1.86,2.07129321,69.1141973193962,0.211518365646189,0.953419699979851,-9.14255969754171,0.0295326794531005,0.994111543249014,"Ice-rich",22.1723850903194,34.6,1,45.25,87.91,87.9063784530556,81.0960508918977,49.8140071643702,"NO","NO","NO",88.7409230768806,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1177534671376,0.975254831021908,NA,"Peat",43.0217301231802,1.944,3.25,-120.556,-225
"PT","NESCL-096","NESCL","5A-1-7","5A-1-7","N75-5A-1",2.83,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT; dark brown peat below7.2'","Vs 50%","Peat",NA,NA,NA,NA,1570.8,732.9,NA,NA,1.5,93.7,27.36,NA,NA,876.2,52.44,NA,"strain-sigma_v",4.84,17.14,29.64,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,60.7,66.4,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",82.3758056021068,27.6030586624058,4,4.84,66.7,55.3,60.7,66.4,74.7,NA,NA,NA,11.786,10.241,8.611,6.237,NA,NA,NA,7.97,0,FALSE,2.865,2.1,2.865,6.57557433000001,57.0866968438043,0.269121514527556,0.970755999648716,-4.82409773084476,0.00923069459145668,0.946201562967083,"Ice-rich",15.5079988293947,34.31,1,33.73,76.01,76.0172384056209,70.9401655787644,56.0808971057399,"NO","NO","NO",87.0539799867181,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4419439789323,0.965038704014045,NA,"Peat",42.7213682068471,1.944,3.25,-120.556,-225
"PT","NESCL-097","NESCL","5A-1-8","5A-1-8","N75-5A-1",3.11,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT and ICE; layers of peat and ice","Vs 50%","Peat",NA,NA,NA,NA,2322,216,NA,NA,1.5,99.9,38,NA,NA,921.1,38.03,NA,"strain-sigma_v",5.46,17.81,29.93,66.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,62.5,65.5,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",88.3069446738233,38.4419715557486,4,5.46,66.89,25.8,62.5,65.5,70.5,NA,NA,NA,28.266,13.791,12.607,10.635,NA,NA,NA,8.05,0,FALSE,3.14,2.865,3.14,2.484897525,60.186401672872,0.156510468301352,0.980266586156836,-16.4039702026801,1.47076322047937,0.860458774251807,"Ice-poor",35.2678638126134,0,1.47076322047937,76.21,84.26,84.2596867761651,71.7398078649265,17.5203459607059,"NO","NO","NO",81.966603106573,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.0305532617671,0.974646297825489,NA,"Peat",61.9975701899257,1.944,3.25,-120.556,-225
"PT","NESCL-098","NESCL","5A-1-9_1","5A-1-9","N75-5A-1",3.41,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PT","PEAT and ICE; layers of peat and ice","Vs 20%","Peat",NA,NA,NA,NA,525.1,196.5,NA,NA,1.5,98.1,8.75,NA,NA,961.1,153.75,NA,"strain-sigma_v",5.08,17.76,30.5,69.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.9,58.4,62.6,67.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",80.7348600223964,8.75600873998543,4,5.08,69.04,51.9,58.4,62.6,67.4,NA,NA,NA,3.693,3.058,2.649,2.18,NA,NA,NA,7.41,0,FALSE,3.44,3.14,3.44,2.82851730000001,56.4008871624325,0.16366017487385,0.941530207225447,-1.34564485991991,0.00317253716535616,0.99487511461946,"Ice-rich",4.67081633489717,34.46,1,27.59,69.46,69.4595741509986,65.3074718195737,48.1019478485916,"NO","NO","NO",77.639099986165,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,153.751399776036,0.897499066815976,NA,"Peat",37.3882950727884,1.944,3.25,-120.556,-225
"ML","NESCL-099","NESCL","5A-1-9_2","5A-1-9","N75-5A-1",3.66,3.72,FALSE,0,40,52,8,60,NA,NA,NA,NA,NA,NA,NA,"ML","SILT and fine SAND","Vs 20%","Fine-grained",NA,NA,NA,NA,47.9,42.4,NA,NA,2.67,NA,NA,NA,NA,1653.1,1117.71,NA,"strain-sigma_v",5.03,17.38,29.88,67.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,21.4,22.2,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","","NESCL_1976","Northern Engineering Services Company Limited: Thaw-Settlement Test Data, Fort Simpson Area, Calgary, 1976.",53.5385327924273,1.38880285524167,4,5.03,67.08,19.9,21.4,22.2,23.6,NA,NA,NA,0.913,0.878,0.858,0.825,NA,NA,NA,4.8,0,FALSE,3.69,3.14,3.44,4.86507330000001,20.7707994154876,0.0427462108932765,0.984886488081383,-0.0776156673559762,0.000121548226189014,0.989929351997018,"Ice-rich",0.970246211545653,12.72,1,6.5,24.02,24.0198967088859,23.0418066184309,19.7540598229871,"YES","YES","YES",22.4299945287788,28.4331571054679,21.7849108202796,"Silt",1353.9,-0.06193,88.15101,0,4.3,4.3,-0.06193,0,88.15101,4.3,"ML Lowland",400,900,398.5,27.7,-8.6,-8457.6,6897.9,-176.4,2650,1117.71467207573,0.581380272630814,7.55765046848305,"Low Plastic Fines",24.9267304597701,0.6111,1.615,-19.8611,-61.538
